,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending,gk_diving,gk_handling,gk_kicking,gk_speed,gk_positioning
10634,Rao Weihui,29,178,71,Beijing Renhe FC,4000,73,27,60,58,63,,,,,
10635,Liu Dianzuo,28,190,81,Guangzhou Evergrande Taobao FC,4000,,,,,,64,64,70,45,62
10636,J. Sambenito,26,176,72,Paraguay,0,71,63,55,67,24,,,,,
10637,J. Alondro,30,187,85,Paraguay,0,65,34,50,49,67,,,,,
10638,E. KÃ¤ck,28,173,68,IK Start,1000,85,48,60,61,59,,,,,
10639,J. Laso,27,187,75,VÃ©lez Sarsfield,4000,56,26,39,49,65,,,,,
10640,S. Barry,28,183,77,Real Salt Lake,2000,79,48,57,66,59,,,,,
10641,A. Palacios,26,172,69,Deportivo Pasto,1000,74,43,63,64,61,,,,,
10642,FerrÃ¡n Giner,30,176,69,RCD Mallorca,3000,90,55,63,65,53,,,,,
10643,Sidnei Dalmeira,30,185,76,Sport Club do Recife,4000,64,36,43,56,65,,,,,
10644,Marcelo Vildeia,34,172,69,GrÃªmio,8000,84,62,49,69,30,,,,,
10645,Benjamin Muscato,26,182,71,Chapecoense,4000,62,38,47,46,66,,,,,
10646,Henrique Jardinel,30,175,71,AmÃ©rica FC (Minas Gerais),4000,60,45,63,64,61,,,,,
10647,Paulito Zanon,26,186,80,ParanÃ¡,5000,60,49,48,43,68,,,,,
10648,A. Al Zain,26,182,65,Al Qadisiyah,5000,77,58,59,66,42,,,,,
10649,M. Omoh,26,185,83,Ãrebro SK,2000,90,55,53,71,30,,,,,
10650,A. Keita,31,185,75,Ãstersunds FK,1000,,,,,,74,60,77,22,52
10651,M. Kudo,28,177,74,Sanfrecce Hiroshima,4000,77,61,54,61,24,,,,,
10652,M. SolÃ­s,35,185,83,Independiente Santa Fe,1000,,,,,,61,64,72,34,66
10653,N. Bandiera,28,172,65,CuricÃ³ Unido,2000,76,63,48,69,22,,,,,
10654,S. Silva,28,181,74,AIK,3000,73,64,61,69,35,,,,,
10655,M. Lugo,28,179,73,Belgrano de CÃ³rdoba,4000,60,58,61,70,54,,,,,
10656,R. Moriwaki,32,177,75,Urawa Red Diamonds,3000,61,45,47,55,64,,,,,
10657,N. Ishihara,33,173,62,Vegalta Sendai,2000,61,67,57,64,31,,,,,
10658,Y. Rokutan,31,188,80,Shimizu S-Pulse,1000,,,,,,64,64,58,33,63
10659,Oh Jae Suk,28,178,74,Gamba Osaka,3000,59,34,46,56,67,,,,,
10660,H. Otani,33,174,67,Kashiwa Reysol,3000,54,35,59,53,62,,,,,
10661,S. Takahashi,28,169,68,Vissel Kobe,2000,66,35,54,55,59,,,,,
10662,A. Hinestroza,29,180,81,Jaguares de CÃ³rdoba,1000,62,33,58,52,61,,,,,
10663,S. Arai,29,185,82,Kawasaki Frontale,2000,,,,,,66,63,58,49,63
10664,Kweon Han Jin,30,187,77,Jeju United FC,2000,55,39,47,51,66,,,,,
10665,M. Fink,28,175,70,Ãaykur Rizespor,4000,63,34,59,62,64,,,,,
10666,Nito Carbelho,26,181,75,Fluminense,8000,74,62,57,66,34,,,,,
10667,Teixeira JosÃ©,28,177,71,Pohang Steelers,6000,76,34,59,68,62,,,,,
10668,L. GonzÃ¡lez,27,170,66,Deportes Tolima,1000,74,52,68,70,37,,,,,
10669,M. Musaka,27,176,66,Shimizu S-Pulse,1000,65,59,66,63,58,,,,,
10670,K. Murata,29,169,64,Shimizu S-Pulse,2000,83,55,59,65,49,,,,,
10671,Y. Maruhashi,27,178,73,Cerezo Osaka,2000,76,49,63,66,55,,,,,
10672,R. Janssen,28,179,70,VVV-Venlo,2000,57,40,59,61,64,,,,,
10673,N. Granatowski,27,172,69,SV Meppen,1000,78,59,55,67,40,,,,,
10674,R. Rep,28,177,72,TSV Hartberg,3000,71,55,64,63,28,,,,,
10675,M. Gebers,32,189,76,SV Meppen,1000,63,24,39,38,64,,,,,
10676,S. Iocolano,28,174,70,Bari,2000,64,61,67,69,43,,,,,
10677,L. Cabezas,32,183,79,La Equidad,1000,66,65,44,61,32,,,,,
10678,C. Almeida,28,170,65,Defensa y Justicia,3000,59,38,55,63,66,,,,,
10679,A. Erceg,28,180,76,BrÃ¸ndby IF,8000,72,63,51,65,30,,,,,
10680,Valverde,33,174,67,Extremadura UD,2000,77,59,60,65,22,,,,,
10681,R. ProchÃ¡zka,29,183,77,Viktoria PlzeÅ,1000,57,37,55,51,66,,,,,
10682,Dyjan Azevedo,27,169,65,Paris FC,3000,67,62,64,67,27,,,,,
10683,I. TraorÃ©,29,186,80,SK Slavia Praha,1000,69,47,62,62,38,,,,,
10684,W. Geubbels,16,185,72,AS Monaco,5000,84,62,53,64,26,,,,,
10685,G. Middleton,18,176,68,Rangers FC,6000,87,52,54,68,29,,,,,
10686,E. Nketiah,19,175,70,Arsenal,10000,84,62,47,66,20,,,,,
10687,R. James,18,180,82,Wigan Athletic,4000,62,47,62,60,64,,,,,
10688,J. Sargent,18,180,79,SV Werder Bremen,3000,77,64,52,67,32,,,,,
10689,L. Mai,18,190,88,FC Bayern Munich,5000,54,30,40,41,65,,,,,
10690,D. Szoboszlai,17,185,70,FC Red Bull Salzburg,4000,77,66,62,66,31,,,,,
10691,O. Skipp,17,175,70,Tottenham Hotspur,6000,65,42,57,59,59,,,,,
10692,H. Cochrane,17,178,62,Heart of Midlothian,1000,67,54,59,68,53,,,,,
10693,J. Maja,19,180,74,Sunderland,2000,76,65,52,61,28,,,,,
10694,M. Gibbs-White,18,178,70,Wolverhampton Wanderers,6000,64,55,60,69,49,,,,,
10695,N. Zaniolo,18,190,79,Roma,5000,63,55,59,63,51,,,,,
10696,O. Mandanda,19,179,77,FC Girondins de Bordeaux,2000,,,,,,67,63,59,26,63
10697,T. Campbell,18,183,75,Stoke City,5000,78,62,53,60,33,,,,,
10698,S. N'Soki,19,185,78,Paris Saint-Germain,5000,63,37,57,62,66,,,,,
10699,Pascu,18,181,67,Valencia CF,3000,65,56,64,63,56,,,,,
10700,L. Diaby Fadiga,17,188,82,OGC Nice,4000,67,63,56,63,25,,,,,
10701,I. Akhmetov,20,172,67,PFC CSKA Moscow,1000,76,58,58,72,38,,,,,
10702,K. Soni,20,183,76,Girona FC,4000,73,54,57,72,44,,,,,
10703,A. Georgen,19,172,67,Paris Saint-Germain,5000,75,49,55,66,61,,,,,
10704,N. Schiappacasse,19,180,73,CF Rayo Majadahonda,5000,69,67,53,69,36,,,,,
10705,T. Oakley-Boothe,18,182,68,Tottenham Hotspur,7000,65,41,63,60,59,,,,,
10706,D. Lovren,19,172,70,Fortuna D�sseldorf,3000,77,54,56,69,25,,,,,
10707,W. Bianda,18,185,82,Roma,4000,62,26,43,49,64,,,,,
10708,D. Frattesi,18,178,74,Ascoli,5000,54,52,61,65,56,,,,,
10709,R. Baku,20,176,72,1. FSV Mainz 05,4000,78,55,60,72,58,,,,,
10710,Borja Llarena,19,171,64,CD Tenerife,1000,83,63,51,63,39,,,,,
10711,E. Zambataro,19,177,65,Padova,1000,74,41,60,64,59,,,,,
10712,Kuki Zalazar,20,176,73,Real Valladolid CF,4000,64,62,63,68,27,,,,,
10713,I. Sissoko,20,193,88,RC Strasbourg Alsace,3000,54,40,56,61,60,,,,,
10714,A. Dozzell,19,178,64,Ipswich Town,1000,74,60,66,69,43,,,,,
10715,T. Sandoval,19,185,71,Club AtlÃ©tico ColÃ³n,2000,67,60,42,63,25,,,,,
10716,A. Carleton,18,170,66,Atlanta United,1000,71,60,61,71,35,,,,,
10717,E. N'Dicka,18,192,80,Eintracht Frankfurt,3000,68,44,54,58,60,,,,,
10718,G. Ruggiero,18,179,78,Palermo,1000,68,50,59,58,64,,,,,
10719,R. Bushiri,18,187,91,KAS Eupen,1000,67,26,34,37,61,,,,,
10720,F. Downes,19,172,70,Ipswich Town,1000,67,49,61,62,64,,,,,
10721,I. Faraj,19,177,64,LOSC Lille,3000,69,58,60,69,28,,,,,
10722,L. Geertruida,17,185,74,Feyenoord,1000,76,34,50,60,63,,,,,
10723,A. Sambi Lokonga,18,180,70,RSC Anderlecht,2000,72,42,61,72,50,,,,,
10724,S. Eremenko,19,182,82,Spartak Moscow,1000,64,48,57,64,51,,,,,
10725,Alberto Soro,19,173,63,Real Zaragoza,1000,65,55,66,64,43,,,,,
10726,V. Screciu,18,170,73,KRC Genk,1000,66,34,53,53,61,,,,,
10727,I. Openda,18,174,75,Club Brugge KV,3000,84,59,48,62,25,,,,,
10728,M. Kingsley,18,176,70,Perugia,3000,68,59,67,72,48,,,,,
10729,Sergio LÃ³pez,19,179,66,Real Madrid,9000,79,55,56,65,60,,,,,
10730,J. Thorniley,21,181,64,Sheffield Wednesday,4000,62,36,43,46,64,,,,,
10731,Mayoral,21,174,70,AD AlcorcÃ³n,3000,83,57,58,69,30,,,,,
10732,C. Cuesta,19,172,68,AtlÃ©tico Nacional,1000,79,26,44,49,62,,,,,
10733,O. Richards,19,171,69,Reading,3000,82,45,52,61,60,,,,,
10734,A. Bongiovanni,18,171,55,KSV Cercle Brugge,6000,64,58,65,68,44,,,,,
10735,T. Pearce,20,185,70,Leeds United,6000,73,53,60,63,61,,,,,
10736,J. Ngoy,20,185,78,Grasshopper Club ZÃ¼rich,7000,77,60,51,63,25,,,,,
10737,T. Nydam,18,170,60,St. Johnstone FC,1000,74,51,63,66,60,,,,,
10738,R. Williams,19,184,75,Manchester United,8000,73,33,47,52,63,,,,,
10739,JesÃºs Areso,18,183,70,Athletic Club de Bilbao,2000,71,30,59,67,56,,,,,
10740,B. Toma,19,172,64,FC Sion,3000,61,55,61,66,60,,,,,
10741,D. Yearwood,18,175,63,Southend United,1000,73,51,59,66,56,,,,,
10742,F. Feuillassier,20,172,69,Real Madrid,19000,60,69,57,67,29,,,,,
10743,C. Dagba,19,170,62,Paris Saint-Germain,5000,77,32,59,66,60,,,,,
10744,T. Belmonte,20,175,66,Club Atlético Lanús,3000,63,48,59,64,64,,,,,
10745,N. Atkinson,19,181,72,Melbourne City FC,1000,82,46,58,68,59,,,,,
10746,R. Faivre,19,180,69,AS Monaco,6000,62,50,63,64,58,,,,,
10747,H. Bwana,19,175,66,Seattle Sounders FC,1000,79,56,57,67,38,,,,,
10748,A. Aremu,18,181,77,IK Start,1000,74,55,54,66,63,,,,,
10749,F. Woodman,21,188,83,Newcastle United,5000,,,,,,66,60,55,45,63
10750,E. Valencia,21,175,73,Independiente MedellÃ­n,1000,79,50,57,65,44,,,,,
10751,F. Alastra,20,185,79,Palermo,1000,,,,,,65,62,62,47,60
10752,N. Dorsch,20,178,72,1. FC Heidenheim 1846,2000,65,48,61,68,61,,,,,
10753,S. Wharton,20,192,81,Lincoln City,6000,61,29,44,50,62,,,,,
10754,C. Pickel,21,185,76,NeuchÃ¢tel Xamax,2000,70,47,61,63,58,,,,,
10755,Viti,20,170,64,Real Oviedo,2000,85,52,56,66,33,,,,,
10756,S. KneÅ¾eviÄ,21,187,81,FC Luzern,2000,45,32,42,44,64,,,,,
10757,R. Marchizza,20,187,80,Crotone,6000,59,29,53,58,65,,,,,
10758,S. Longstaff,20,180,65,Newcastle United,7000,61,61,62,60,53,,,,,
10759,S. Reyes,20,175,71,Monarcas Morelia,2000,77,59,54,69,27,,,,,
10760,Miguel,18,180,77,Real Valladolid CF,2000,70,62,48,64,29,,,,,
10761,Edu Frias,19,181,79,RCD Espanyol,1000,,,,,,64,66,61,25,62
10762,A. Obispo,19,185,79,PSV,1000,75,35,46,49,61,,,,,
10763,Manu Vallejo,21,167,62,CÃ¡diz CF,2000,63,66,56,66,32,,,,,
10764,C. DoucourÃ©,18,180,73,Racing Club de Lens,1000,71,42,61,66,61,,,,,
10765,K. Scherpen,18,202,85,FC Emmen,1000,,,,,,64,63,61,42,63
10766,ReguilÃ³n,21,178,68,Real Madrid,15000,64,30,47,57,64,,,,,
10767,K. Bryan,21,185,72,Sheffield United,2000,62,51,58,62,61,,,,,
10768,G. Thomas,21,173,76,Scunthorpe United,9000,75,62,58,64,33,,,,,
10769,K. Grant,20,183,70,Charlton Athletic,3000,87,61,45,64,36,,,,,
10770,C. Nwakali,21,173,68,Manchester City,15000,75,60,60,65,61,,,,,
10771,C. Morrison,18,178,74,Heart of Midlothian,1000,79,49,54,70,44,,,,,
10772,M. van Bergen,18,172,62,SC Heerenveen,1000,89,53,55,69,25,,,,,
10773,C. Timite,20,177,79,Amiens SC,3000,72,62,46,61,35,,,,,
10774,D. Watts,21,178,68,Shamrock Rovers,1000,69,57,62,67,48,,,,,
10775,M. SepÃºlveda,19,179,74,CD O'Higgins,1000,74,57,65,63,47,,,,,
10776,H. Wright,20,193,80,FC Schalke 04,5000,66,63,48,59,23,,,,,
10777,H. Mahou,18,180,77,OGC Nice,4000,68,63,60,67,33,,,,,
10778,A. Koita,19,173,73,KAA Gent,2000,84,53,53,72,30,,,,,
10779,Raul Asencio,20,187,78,Benevento,3000,72,60,51,61,24,,,,,
10780,J. Serrano,20,181,65,AS Monaco,8000,63,37,54,60,65,,,,,
10781,R. Lucena,21,167,67,Venezuela,0,68,56,61,65,57,,,,,
10782,I. Boonen,19,177,64,KV Oostende,2000,77,61,59,67,31,,,,,
10783,Ãlex Centelles,18,186,67,Valencia CF,3000,66,48,65,66,59,,,,,
10784,C. SaldaÃ±a,18,175,70,CD Palestino,1000,67,35,59,65,62,,,,,
10785,Kikas,19,177,71,Os Belenenses,1000,77,63,48,69,20,,,,,
10786,I. Abass,19,173,67,1. FSV Mainz 05,3000,74,64,50,71,27,,,,,
10787,VÃ­ctor GarcÃ­a,21,180,77,Deportivo de La CoruÃ±a,2000,74,63,60,65,49,,,,,
10788,P. Ceccaroni,22,188,76,Padova,1000,73,30,46,50,65,,,,,
10789,M. Torres,22,182,75,AtlÃ©tico Bucaramanga,1000,65,44,45,43,61,,,,,
10790,S. Kashket,22,175,66,Wycombe Wanderers,2000,86,60,53,67,22,,,,,
10791,D. Bertaud,20,180,85,Montpellier HSC,3000,,,,,,67,60,58,52,59
10792,J. Rhyner,22,185,75,Grasshopper Club ZÃ¼rich,3000,77,29,43,35,63,,,,,
10793,T. Amang,20,174,78,Molde FK,2000,86,61,48,66,36,,,,,
10794,D. Okereke,20,182,75,Spezia,1000,86,59,44,65,26,,,,,
10795,JosÃ© Mena,20,175,64,Sevilla FC,2000,61,51,61,61,62,,,,,
10796,R. Macek,21,188,80,FC Lugano,12000,67,52,64,68,54,,,,,
10797,T. Figueroa,19,172,55,Pachuca,4000,70,59,59,70,25,,,,,
10798,K. Lankford,19,186,81,1. FC Heidenheim 1846,2000,77,53,59,68,21,,,,,
10799,H. Weigelt,20,189,75,AZ Alkmaar,2000,61,27,43,40,65,,,,,
10800,M. Wolfram,21,185,75,FC Carl Zeiss Jena,1000,69,59,62,66,36,,,,,
10801,D. Eckert,21,181,79,RC Celta,4000,53,64,46,58,27,,,,,
10802,A. Petre,20,188,78,Esbjerg fB,2000,69,63,45,56,24,,,,,
10803,Edu Cortina,21,174,64,Real Oviedo,2000,58,53,64,67,49,,,,,
10804,J. Deminguet,20,178,74,Stade Malherbe Caen,4000,69,51,64,67,59,,,,,
10805,Igor,20,185,84,FK Austria Wien,5000,69,31,48,47,62,,,,,
10806,J. Colman,19,168,71,Orlando City SC,1000,74,55,61,68,22,,,,,
10807,Manu Hernando,19,183,71,Real Madrid,9000,62,39,50,59,65,,,,,
10808,L. Quezada,22,171,66,CÃ³rdoba CF,2000,70,59,61,62,47,,,,,
10809,E. Lomotey,20,190,79,Villarreal CF,1000,58,44,53,54,64,,,,,
10810,Javi HernÃ¡ndez,20,182,72,Real Oviedo,2000,71,36,53,59,62,,,,,
10811,J. Keita,19,168,56,Dijon FCO,2000,87,58,53,69,32,,,,,
10812,D. Furtado,21,180,67,Rio Ave FC,2000,78,61,53,68,28,,,,,
10813,M. O'Hara,22,183,72,Peterborough United,3000,71,53,62,65,48,,,,,
10814,B. Morris,22,182,71,Wycombe Wanderers,2000,70,50,59,63,61,,,,,
10815,B. Chardonnet,23,181,74,Stade Brestois 29,2000,71,33,49,52,62,,,,,
10816,A. Gilliead,22,183,70,Shrewsbury,2000,81,55,56,66,28,,,,,
10817,M. Samuelsen,21,189,72,VVV-Venlo,12000,75,54,58,73,29,,,,,
10818,Dani Molina,22,183,72,RC Celta,4000,56,59,66,66,58,,,,,
10819,L. ChÃ¡vez,22,178,73,Club Tijuana,4000,72,57,61,68,58,,,,,
10820,R. Kongolo,20,187,78,SC Heerenveen,2000,69,43,50,58,64,,,,,
10821,O. AydoÄan,21,175,67,Be?ikta? J.K.,7000,67,64,60,70,23,,,,,
10822,N. CastrillÃ³n,22,180,70,Deportes Tolima,1000,69,29,46,54,63,,,,,
10823,C. Wighton,20,185,72,Heart of Midlothian,2000,82,61,58,66,23,,,,,
10824,S. Mallan,22,178,69,Hibernian,2000,68,62,62,68,57,,,,,
10825,F. Dimarco,20,175,75,Parma,7000,68,33,60,61,62,,,,,
10826,F. HormazÃ¡bal,22,172,71,CD O'Higgins,2000,73,59,60,66,37,,,,,
10827,N. De Medina,20,182,82,Royal Excel Mouscron,2000,70,40,57,59,61,,,,,
10828,J. Teunckens,20,189,85,Royal Antwerp FC,1000,,,,,,68,63,56,41,55
10829,R. Becker,21,182,79,Eintracht Braunschweig,1000,74,43,51,61,62,,,,,
10830,A. Piu,21,186,77,Carpi,3000,60,64,57,73,22,,,,,
10831,J. MarimÃ³n,19,182,76,Royal Excel Mouscron,1000,72,55,49,64,63,,,,,
10832,A. PeÃ±a,22,188,77,Pachuca,5000,66,37,50,39,62,,,,,
10833,B. CufrÃ©,21,179,82,VÃ©lez Sarsfield,2000,71,45,62,67,57,,,,,
10834,S. Clare,21,190,79,Heart of Midlothian,2000,73,57,59,61,40,,,,,
10835,M. LÃ³pez,21,176,75,Envigado FC,1000,60,54,64,65,38,,,,,
10836,R. Seigers,20,189,83,KRC Genk,2000,67,25,49,45,64,,,,,
10837,J. Dunne,20,183,75,Heart of Midlothian,7000,51,37,46,50,64,,,,,
10838,H. Kane,19,177,67,Doncaster Rovers,8000,71,58,61,62,53,,,,,
10839,T. De Smet,20,183,69,KAA Gent,3000,69,31,49,45,63,,,,,
10840,A. Sabiri,21,186,80,Huddersfield Town,7000,72,56,53,73,36,,,,,
10841,A. Badji,20,189,75,DjurgÃ¥rdens IF,1000,82,61,40,61,26,,,,,
10842,Song Bum Keun,20,194,88,Jeonbuk Hyundai Motors,1000,,,,,,64,63,64,26,65
10843,T. MÃ¼ller,20,190,83,Hallescher FC,1000,,,,,,67,59,61,32,61
10844,J. MacÃ­as,18,177,73,Guadalajara,4000,67,63,52,65,23,,,,,
10845,E. RexhbeÃ§aj,20,182,73,VfL Wolfsburg,6000,65,48,62,63,53,,,,,
10846,M. RistiÄ,22,183,73,Sparta Praha,1000,66,55,59,62,60,,,,,
10847,A. Jakubech,21,188,85,LOSC Lille,3000,,,,,,63,62,64,40,61
10848,AndrÃ© Sousa,20,174,67,VitÃ³ria de SetÃºbal,1000,70,45,59,65,61,,,,,
10849,F. Aksoy,20,189,78,Be?ikta? J.K.,6000,42,35,42,51,64,,,,,
10850,Steven Prieto,20,180,74,Real Oviedo,2000,62,64,47,58,26,,,,,
10851,E. Sabbi,20,178,70,Hobro IK,2000,90,58,46,71,25,,,,,
10852,S. Pinas,20,182,67,ADO Den Haag,2000,72,46,56,58,61,,,,,
10853,Aguado,22,174,66,CÃ³rdoba CF,2000,59,56,65,63,43,,,,,
10854,M. Adams,21,168,75,Chicago Fire,1000,68,48,54,62,62,,,,,
10855,F. Chabrolle,20,171,65,Olympique de Marseille,6000,66,56,63,69,31,,,,,
10856,D. Osei Yaw,19,182,72,Toulouse Football Club,3000,80,63,53,66,32,,,,,
10857,A. Taoui,16,179,69,Toulouse Football Club,3000,70,63,51,68,24,,,,,
10858,J. Todibo,18,187,81,Toulouse Football Club,2000,59,43,56,61,61,,,,,
10859,S. LondoÃ±o,23,184,70,Envigado FC,1000,,,,,,66,61,57,45,65
10860,J. Mitchell,23,182,86,Oxford United,5000,,,,,,63,62,63,51,63
10861,C. Shaughnessy,22,191,74,Leeds United,7000,64,42,54,56,62,,,,,
10862,F. Kent,22,188,76,Colchester United,3000,64,30,46,56,63,,,,,
10863,B. Jamieson IV,21,191,75,LA Galaxy,2000,83,61,50,69,32,,,,,
10864,B. Close,21,175,75,Portsmouth,2000,71,46,62,62,59,,,,,
10865,J. Thomasen,22,177,67,Odense Boldklub,3000,62,60,61,63,61,,,,,
10866,M. Schulz,23,186,77,FC Luzern,3000,54,47,55,59,63,,,,,
10867,L. Zarandia,22,178,74,Arka Gdynia,1000,81,60,54,69,39,,,,,
10868,J. Vickers,22,193,72,Lincoln City,3000,,,,,,67,63,62,43,61
10869,K. Åwiderski,21,184,74,Jagiellonia BiaÅystok,2000,63,66,53,65,29,,,,,
10870,L. McGee,22,193,83,Portsmouth,2000,,,,,,69,59,54,39,60
10871,S. Saucedo,21,170,66,Real Salt Lake,2000,69,58,61,68,42,,,,,
10872,G. Scamacca,19,195,80,PEC Zwolle,6000,54,65,49,63,34,,,,,
10873,H. Mascorro,21,169,68,Club LeÃ³n,5000,81,56,58,66,47,,,,,
10874,C. Senior,21,176,64,Colchester United,3000,90,54,54,68,34,,,,,
10875,N. Tripichio,22,175,68,Defensa y Justicia,2000,75,38,54,61,61,,,,,
10876,R. Curtis,22,182,77,Portsmouth,3000,85,60,55,64,40,,,,,
10877,A. Angulo,21,173,68,Rionegro Ãguilas,1000,91,31,53,60,53,,,,,
10878,Diego Alende,20,184,76,RC Celta,3000,54,26,41,42,63,,,,,
10879,Julen LÃ³pez,22,190,84,SD Eibar,4000,51,21,38,42,63,,,,,
10880,M. Poaty,20,177,73,ESTAC Troyes,4000,82,52,49,62,64,,,,,
10881,S. Karadeniz,21,178,69,Trabzonspor,4000,67,58,59,67,62,,,,,
10882,K. Roberts,20,185,73,Walsall,1000,76,26,52,59,61,,,,,
10883,R. Thellufsen,21,185,74,Aalborg BK,3000,72,59,55,70,38,,,,,
10884,B. Tekpetey,20,172,69,SC Paderborn 07,2000,81,58,56,70,30,,,,,
10885,A. Bernede,19,177,74,Paris Saint-Germain,6000,61,52,64,67,52,,,,,
10886,M. Opondo,20,174,72,Vendsyssel FF,2000,74,58,54,67,54,,,,,
10887,P. Schmidt,19,179,73,FC Admira Wacker MÃ¶dling,2000,77,61,49,61,20,,,,,
10888,O. Rathbone,21,176,76,Rochdale,1000,72,52,59,63,54,,,,,
10889,Lucas FranÃ§a,22,194,86,CD Nacional,2000,,,,,,64,58,59,40,64
10890,RaÃ­,20,172,68,Real Zaragoza,2000,75,64,53,70,27,,,,,
10891,E. Huth,21,185,78,1. FC Kaiserslautern,1000,78,63,47,64,20,,,,,
10892,A. Caci,21,184,70,RC Strasbourg Alsace,3000,64,48,65,66,62,,,,,
10893,Luis MuÃ±oz,21,181,75,CÃ³rdoba CF,2000,58,23,38,38,64,,,,,
10894,R. Kolo-Muani,19,187,73,FC Nantes,3000,64,63,48,62,25,,,,,
10895,E. ZaldÃ­var,21,175,72,Club Atlas,3000,66,57,62,68,48,,,,,
10896,Lee You Hyeon,21,179,72,Jeonnam Dragons,1000,74,38,59,66,62,,,,,
10897,O. Kiomourtzoglou,20,188,75,SpVgg Unterhaching,1000,67,39,51,55,63,,,,,
10898,Junio,21,182,75,Rio Ave FC,4000,72,33,51,61,61,,,,,
10899,E. Banda,20,177,73,KV Oostende,3000,70,59,64,64,36,,,,,
10900,K. Dabila,21,183,72,LOSC Lille,4000,56,30,41,41,67,,,,,
10901,F. Flecker,22,173,70,TSV Hartberg,2000,84,48,55,68,32,,,,,
10902,Roger Figueras,21,180,74,GimnÃ stic de Tarragona,2000,62,37,57,61,64,,,,,
10903,L. Rajot,20,179,68,Clermont Foot 63,1000,72,48,62,66,61,,,,,
10904,Fran Manzanara,21,182,72,Levante UD,3000,64,49,54,59,65,,,,,
10905,A. Ouahim,20,175,68,VfL OsnabrÃ¼ck,1000,68,56,60,71,36,,,,,
10906,J. Varela,21,190,80,Godoy Cruz,2000,58,36,40,39,64,,,,,
10907,M. DrÃ¤ger,22,180,74,SC Paderborn 07,5000,77,59,57,67,41,,,,,
10908,D. Merelli,22,188,78,Padova,1000,,,,,,64,64,62,26,61
10909,Echu,20,173,65,CF Rayo Majadahonda,17000,78,58,59,67,23,,,,,
10910,J. Guillemenot,20,182,75,SK Rapid Wien,3000,70,63,51,62,33,,,,,
10911,Javi SÃ¡nchez,21,189,77,Real Madrid,15000,58,27,43,39,64,,,,,
10912,K. Antonsen,23,172,70,TromsÃ¸ IL,1000,80,60,59,66,60,,,,,
10913,M. Ingebrigtsen,21,170,68,TromsÃ¸ IL,1000,81,62,54,67,42,,,,,
10914,C. Burgess,22,194,81,Scunthorpe United,2000,46,28,43,39,64,,,,,
10915,V. Bergan,23,193,85,Odds BK,1000,62,39,43,41,63,,,,,
10916,Y. KonÃ©,22,174,71,LOSC Lille,5000,72,34,52,65,62,,,,,
10917,E. Smith,21,192,86,KAA Gent,3000,63,56,59,62,55,,,,,
10918,P. Malicsek,21,178,70,SK Rapid Wien,3000,67,49,62,65,56,,,,,
10919,D. LondoÃ±o,23,186,83,Envigado FC,1000,69,37,56,59,61,,,,,
10920,R. Cota,22,180,70,U.N.A.M.,5000,74,55,62,67,59,,,,,
10921,J. Williams,22,183,77,Rochdale,1000,60,42,59,57,62,,,,,
10922,M. Vitale,20,183,76,SPAL,2000,62,50,67,66,52,,,,,
10923,J. Palacios,24,185,74,AtlÃ©tico Bucaramanga,1000,53,25,48,37,65,,,,,
10924,G. Di Renzo,22,181,74,Club Atlético Lanús,4000,80,59,56,66,31,,,,,
10925,J. Gundersen,22,186,82,TromsÃ¸ IL,1000,63,35,47,47,63,,,,,
10926,M. Vera,22,170,69,CD O'Higgins,1000,70,44,60,61,62,,,,,
10927,V. Sierro,22,185,75,FC St. Gallen,5000,67,43,61,61,53,,,,,
10928,J. Ward,22,167,68,Peterborough United,3000,84,49,53,66,25,,,,,
10929,A. Deiola,22,189,85,Parma,6000,68,63,59,60,60,,,,,
10930,I. Ãipe,23,197,82,Galatasaray SK,7000,,,,,,63,66,64,45,64
10931,A. Ndom,22,188,80,Stade de Reims,3000,54,54,59,65,62,,,,,
10932,E. OelschlÃ¤gel,22,193,85,Borussia Dortmund,6000,,,,,,67,60,57,41,58
10933,M. Ali,20,185,75,Vitesse,2000,64,52,60,63,57,,,,,
10934,D. Cleary,22,183,72,Dundalk,1000,62,30,40,44,63,,,,,
10935,L. Montoya,23,170,73,San Lorenzo de Almagro,4000,71,55,63,67,57,,,,,
10936,M. Marcjanik,23,186,83,Empoli,3000,57,40,39,51,63,,,,,
10937,B. Straetman,20,182,73,Sporting Lokeren,3000,70,60,59,67,32,,,,,
10938,N. Messiniti,22,184,80,Independiente,4000,62,64,48,64,28,,,,,
10939,M. Bundu,21,188,80,Aarhus GF,3000,81,61,55,66,35,,,,,
10940,P. Staikos,22,178,75,Panathinaikos FC,1000,67,43,57,62,59,,,,,
10941,S. Roa,22,178,72,Patriotas BoyacÃ¡ FC,1000,77,30,49,57,63,,,,,
10942,G. Risso PatrÃ³n,22,179,71,AtlÃ©tico TucumÃ¡n,2000,72,37,52,61,63,,,,,
10943,W. Vorsager,21,189,78,FC Admira Wacker MÃ¶dling,2000,60,49,58,59,64,,,,,
10944,Neto Borges,21,183,85,Hammarby IF,1000,72,49,58,62,60,,,,,
10945,Xesc Regis,21,180,75,SD Eibar,4000,65,64,50,61,25,,,,,
10946,M. Naderi,21,188,86,KV Kortrijk,2000,64,27,51,47,63,,,,,
10947,JosÃ© GonzÃ¡lez,22,183,75,Granada CF,2000,62,51,65,59,53,,,,,
