,short_name,age,height_cm,weight_kg,club,wage_eur,pace,shooting,passing,dribbling,defending
13452,C. Ponce,26,179,77,CD Everton de ViÃÂ±a del Mar,1000,68.0,62.0,41.0,59.0,19.0
13453,P. MagnÃÂ­n,28,178,75,San MartÃÂ­n de San Juan,3000,58.0,66.0,52.0,65.0,23.0
13454,M. PiÃÂtkowski,33,186,75,MiedÃÂº Legnica,1000,60.0,62.0,46.0,63.0,26.0
13455,D. Williams,30,185,77,Accrington Stanley,1000,68.0,56.0,61.0,64.0,47.0
13456,D. Gardner,28,185,80,Oldham Athletic,3000,76.0,63.0,61.0,66.0,46.0
13457,Sun Shilin,29,178,72,Shanghai Greenland Shenhua FC,3000,66.0,47.0,51.0,60.0,60.0
13458,T. Majrashi,27,170,57,Ohod Club,4000,78.0,58.0,58.0,64.0,54.0
13459,Kim Sang Won,26,176,71,Jeju United FC,1000,78.0,51.0,57.0,59.0,56.0
13460,H. Dunk,27,184,73,Cambridge United,3000,82.0,44.0,53.0,67.0,47.0
13461,M. Austin,27,186,78,Newcastle Jets,1000,90.0,55.0,56.0,63.0,46.0
13462,A. Fisher,28,191,80,Yeovil Town,2000,77.0,58.0,44.0,60.0,23.0
13463,Yeo Seong Hae,30,186,81,Gyeongnam FC,1000,49.0,26.0,28.0,33.0,63.0
13464,Sui Weijie,35,188,88,Chongqing Dangdai Lifan FC SWM Team,1000,,,,,
13465,A. Ahmed,29,173,64,Dalkurd FF,1000,66.0,43.0,59.0,68.0,48.0
13466,Jiang Jihong,28,191,88,Guangzhou R&F FC,3000,57.0,28.0,38.0,33.0,60.0
13467,M. Vallecilla,27,175,72,AtlÃÂ©tico Bucaramanga,1000,71.0,41.0,52.0,56.0,59.0
13468,J. GarcÃÂ­a,29,186,85,La Equidad,1000,51.0,24.0,32.0,34.0,60.0
13469,O. Balanta,30,187,73,BoyacÃÂ¡ ChicÃÂ³ FC,1000,65.0,51.0,55.0,61.0,58.0
13470,S. Al Masrahi,31,185,87,Al Batin,3000,32.0,24.0,34.0,36.0,60.0
13471,N. Blissett,28,192,78,Macclesfield Town,2000,65.0,60.0,41.0,55.0,28.0
13472,A. Hasegawa,29,186,78,Nagoya Grampus,2000,58.0,50.0,61.0,62.0,55.0
13473,TÃÂºlio Nevinha,30,188,80,CearÃÂ¡ Sporting Club,3000,62.0,38.0,45.0,36.0,63.0
13474,Fachendinho,26,181,74,Santos,3000,50.0,65.0,50.0,63.0,26.0
13475,Tiagildo Serra,30,175,70,Sport Club do Recife,3000,59.0,60.0,55.0,66.0,28.0
13476,A. Pelvas,29,180,77,HJK Helsinki,1000,75.0,64.0,52.0,61.0,33.0
13477,K. Seki,32,178,76,Vegalta Sendai,1000,,,,,
13478,H. Futami,26,179,75,Shimizu S-Pulse,1000,66.0,28.0,51.0,52.0,58.0
13479,S. Sasaki,28,176,70,Sanfrecce Hiroshima,2000,71.0,30.0,51.0,62.0,64.0
13480,N. Sakurauchi,28,176,73,JÃÂºbilo Iwata,1000,70.0,42.0,58.0,65.0,54.0
13481,S. Morishita,32,178,71,JÃÂºbilo Iwata,1000,57.0,26.0,41.0,48.0,63.0
13482,T. Matsuura,29,167,64,JÃÂºbilo Iwata,1000,68.0,59.0,56.0,69.0,36.0
13483,S. Hyodo,32,172,68,Hokkaido Consadole Sapporo,1000,70.0,55.0,63.0,62.0,48.0
13484,Y. Kobayashi,32,176,72,Sagan Tosu,1000,55.0,27.0,49.0,54.0,61.0
13485,K. Yamamoto,28,179,79,JÃÂºbilo Iwata,1000,71.0,48.0,62.0,66.0,54.0
13486,Y. Tanaka,29,169,68,Hokkaido Consadole Sapporo,1000,63.0,27.0,46.0,59.0,59.0
13487,N. Fujita,31,176,72,Vissel Kobe,2000,55.0,49.0,62.0,59.0,50.0
13488,F. Saucedo,28,173,69,Bolivia,0,59.0,41.0,60.0,58.0,67.0
13489,D. Al Qarni,29,168,69,Al Fayha,4000,59.0,51.0,55.0,58.0,60.0
13490,B. Al Mutairi,28,168,50,Al Batin,3000,83.0,25.0,50.0,58.0,56.0
13491,A. Granlund,28,179,79,ÃÂrebro SK,1000,68.0,33.0,55.0,56.0,57.0
13492,HÃÂ©lton Carvalhal,26,187,82,CearÃÂ¡ Sporting Club,4000,34.0,68.0,36.0,45.0,30.0
13493,H. Miyazawa,29,182,72,Hokkaido Consadole Sapporo,1000,60.0,43.0,65.0,62.0,39.0
13494,K. Fujimoto,32,177,76,Cerezo Osaka,2000,60.0,28.0,42.0,38.0,59.0
13495,Jiang Tao,29,182,76,Beijing Sinobo Guoan FC,3000,61.0,27.0,56.0,59.0,57.0
13496,S. Antonijevic,29,198,88,LillestrÃÂ¸m SK,1000,35.0,27.0,32.0,34.0,59.0
13497,A. Edathodika,31,184,78,India,0,63.0,26.0,34.0,45.0,63.0
13498,T. Siedschlag,30,181,80,Holstein Kiel,2000,68.0,51.0,55.0,58.0,59.0
13499,N. Fofana,28,183,78,La Berrichonne de ChÃÂ¢teauroux,1000,62.0,25.0,50.0,52.0,64.0
13500,R. Minor,30,198,94,Hobro IK,2000,32.0,27.0,36.0,37.0,62.0
13501,D. Newton,27,178,75,Stevenage,3000,74.0,61.0,38.0,64.0,23.0
13502,A. Ibrahimaj,26,180,74,KFC Uerdingen 05,2000,78.0,52.0,52.0,68.0,28.0
13503,T. Broadbent,26,190,90,Bristol Rovers,2000,58.0,42.0,48.0,48.0,57.0
13504,Zhang Cheng,29,180,72,Tianjin Quanjian FC,4000,66.0,27.0,49.0,55.0,61.0
13505,D. Grubb,26,183,82,Forest Green Rovers,3000,71.0,56.0,58.0,62.0,23.0
13506,T. Sawada,27,170,63,V-Varen Nagasaki,1000,76.0,59.0,55.0,64.0,27.0
13507,W. PiÃÂ±ones,30,176,70,UniÃÂ³n La Calera,1000,57.0,43.0,59.0,54.0,61.0
13508,C. De Risio,27,184,83,Avellino,1000,61.0,39.0,58.0,59.0,56.0
13509,E. Valla DÃÂ¸nnem,27,183,80,Ranheim Fotball,1000,64.0,45.0,56.0,58.0,57.0
13510,A. Mosquera,30,189,82,La Equidad,1000,65.0,61.0,42.0,57.0,36.0
13511,I. Chenihi,28,177,75,Al Fateh,5000,71.0,51.0,63.0,62.0,33.0
13512,M. Pribula,32,168,62,ZagÃÂÃÂbie Sosnowiec,1000,69.0,47.0,58.0,65.0,46.0
13513,J. Torunarigha,28,191,90,ZagÃÂÃÂbie Sosnowiec,1000,61.0,61.0,46.0,61.0,30.0
13514,F. Garcia,29,183,82,ItagÃÂ¼ÃÂ­ Leones FC,1000,62.0,60.0,40.0,58.0,29.0
13515,Javi PÃÂ©rez,32,180,77,Extremadura UD,1000,56.0,54.0,60.0,58.0,57.0
13516,G. Compagnucci,26,178,73,UniÃÂ³n de Santa Fe,3000,65.0,57.0,59.0,62.0,29.0
13517,P. Alvarenga,30,190,78,San MartÃÂ­n de San Juan,3000,55.0,65.0,49.0,57.0,24.0
13518,F. Crisanto,27,175,69,Lobos BUAP,2000,83.0,31.0,54.0,58.0,60.0
13519,R. Griffiths,18,180,76,Olympique Lyonnais,5000,69.0,61.0,45.0,53.0,25.0
13520,B. Gilmour,17,172,68,Chelsea,7000,61.0,49.0,65.0,65.0,45.0
13521,E. Smith Rowe,17,182,64,Arsenal,8000,76.0,61.0,54.0,64.0,21.0
13522,J. Vagnoman,17,187,86,Hamburger SV,1000,78.0,30.0,50.0,64.0,53.0
13523,L. Bolton,18,174,72,Manchester City,7000,80.0,50.0,57.0,61.0,55.0
13524,Y. Diouf,18,187,75,ESTAC Troyes,1000,,,,,
13525,Y. Bisseck,17,194,83,1. FC KÃ¶ln,1000,61.0,33.0,40.0,44.0,62.0
13526,C. Jones,17,182,68,Liverpool,7000,63.0,56.0,60.0,66.0,47.0
13527,D. Caicedo,18,166,65,Deportivo Cali,1000,79.0,45.0,55.0,70.0,30.0
13528,R. Tulloch,17,178,60,West Bromwich Albion,3000,66.0,59.0,46.0,56.0,22.0
13529,R. AÃÂ¯t Nouri,17,179,70,Angers SCO,2000,66.0,41.0,55.0,61.0,58.0
13530,Rafael Camacho,18,175,65,Liverpool,7000,68.0,56.0,57.0,64.0,42.0
13531,A. Gallo,18,183,73,Palermo,1000,80.0,50.0,60.0,61.0,56.0
13532,K. Moreno,17,187,83,Deportivo Cali,1000,61.0,32.0,37.0,36.0,59.0
13533,Robert,17,178,74,Real Betis,2000,68.0,57.0,65.0,63.0,26.0
13534,A. Muric,19,197,81,Manchester City,3000,,,,,
13535,J. Lotomba,19,177,69,BSC Young Boys,2000,77.0,47.0,53.0,62.0,54.0
13536,N. Raskin,17,177,73,KAA Gent,2000,68.0,38.0,59.0,69.0,52.0
13537,E. Vignato,17,175,68,Chievo Verona,1000,61.0,46.0,62.0,68.0,29.0
13538,F. Gattoni,19,183,72,San Lorenzo de Almagro,1000,67.0,32.0,40.0,44.0,64.0
13539,J. Lindsey,18,173,76,Sporting Kansas City,1000,72.0,43.0,56.0,61.0,57.0
13540,T. Christensen,18,178,73,IK Start,1000,66.0,50.0,60.0,63.0,37.0
13541,Borja GarcÃÂ©s,18,178,71,Atlético Madrid,4000,56.0,63.0,40.0,54.0,29.0
13542,L. Thomas,19,168,66,Coventry City,4000,66.0,56.0,48.0,65.0,27.0
13543,J. Willock,18,184,71,Arsenal,7000,71.0,44.0,58.0,63.0,53.0
13544,T. Bayliss,19,183,78,Coventry City,1000,72.0,46.0,58.0,69.0,47.0
13545,Y. AkgÃÂ¼n,17,172,65,Galatasaray SK,5000,80.0,61.0,51.0,67.0,23.0
13546,A. Fontana,18,173,68,Philadelphia Union,1000,66.0,57.0,59.0,62.0,46.0
13547,R. de la Rosa,18,177,73,Pachuca,3000,68.0,59.0,48.0,58.0,18.0
13548,Diego PampÃÂ­n,18,175,71,RC Celta,2000,64.0,33.0,50.0,55.0,57.0
13549,P. Pfeiffer,18,196,91,Hamburger SV,1000,59.0,30.0,40.0,49.0,60.0
13550,N. Pierini,19,176,70,Spezia,4000,70.0,59.0,57.0,61.0,34.0
13551,C. Kouan,18,178,74,Perugia,1000,61.0,56.0,57.0,67.0,53.0
13552,J. Carbonero,18,170,75,Once Caldas,1000,78.0,54.0,51.0,65.0,19.0
13553,K. Nakamura,17,180,75,Gamba Osaka,1000,74.0,53.0,49.0,68.0,31.0
13554,A. Nguiamba,19,179,73,AS Nancy Lorraine,1000,64.0,36.0,53.0,59.0,58.0
13555,M. SadÃÂ­lek,19,169,61,PSV,1000,59.0,58.0,64.0,60.0,56.0
13556,H. Souttar,19,200,79,Stoke City,3000,40.0,28.0,41.0,53.0,60.0
13557,M. Penney,20,174,64,Sheffield Wednesday,3000,73.0,61.0,59.0,61.0,56.0
13558,J. Pereyra,19,181,71,Rosario Central,1000,65.0,55.0,61.0,64.0,40.0
13559,S. Schreck,19,180,68,Bayer 04 Leverkusen,4000,67.0,43.0,59.0,67.0,35.0
13560,I. Rozas,20,179,78,Universidad de Chile,2000,69.0,57.0,57.0,65.0,39.0
13561,P. Da Silva,19,175,66,Orlando City SC,1000,66.0,50.0,57.0,66.0,34.0
13562,E. Orona,19,181,72,Pachuca,2000,67.0,46.0,57.0,55.0,60.0
13563,T. Basila,19,187,77,FC Nantes,2000,61.0,32.0,43.0,45.0,60.0
13564,B. Figueroa,19,180,69,Audax Italiano,1000,70.0,48.0,59.0,62.0,37.0
13565,C. Ojeda,19,170,66,Club AtlÃÂ©tico Talleres,2000,70.0,56.0,57.0,66.0,33.0
13566,M. Sagnan,19,187,71,Racing Club de Lens,1000,59.0,32.0,48.0,44.0,59.0
13567,F. Ortega,19,177,75,VÃÂ©lez Sarsfield,1000,75.0,55.0,54.0,67.0,54.0
13568,C. CÃÂ¡sseres Jr,18,175,68,New York Red Bulls,1000,69.0,44.0,58.0,66.0,54.0
13569,L. Balerdi,19,188,85,Boca Juniors,2000,54.0,28.0,34.0,35.0,62.0
13570,B. Mbeumo,18,173,75,ESTAC Troyes,1000,77.0,60.0,52.0,66.0,27.0
13571,B. Burns,18,173,65,Livingston FC,1000,78.0,54.0,58.0,61.0,59.0
13572,A. Fein,19,187,81, SSV Jahn Regensburg,5000,59.0,49.0,61.0,57.0,56.0
13573,P. De la Vega,17,177,70,Club AtlÃ©tico LanÃºs,2000,72.0,59.0,57.0,61.0,28.0
13574,J. Dilrosun,20,175,67,Hertha BSC,3000,80.0,53.0,54.0,66.0,39.0
13575,S. Ruiz,20,185,79,Envigado FC,1000,71.0,31.0,44.0,55.0,62.0
13576,D. Duhaney,19,180,70,Huddersfield Town,3000,74.0,33.0,48.0,59.0,57.0
13577,F. Benko,20,180,74,LASK Linz,2000,63.0,51.0,59.0,65.0,43.0
13578,W. Ponce,20,180,68,CD Universidad de ConcepciÃÂ³n,1000,63.0,59.0,36.0,64.0,27.0
13579,J. Bamert,20,183,75,FC Sion,3000,55.0,27.0,41.0,49.0,61.0
13580,B. White,20,182,72,Brighton & Hove Albion,5000,64.0,25.0,48.0,42.0,59.0
13581,E. Ojeda,20,180,72,Rosario Central,2000,64.0,52.0,60.0,59.0,53.0
13582,A. Sissako,20,185,77,La Berrichonne de ChÃÂ¢teauroux,1000,69.0,51.0,55.0,61.0,61.0
13583,Aitor Lorea,20,171,68,CA Osasuna,1000,74.0,55.0,56.0,63.0,33.0
13584,H. AdÃÂ±gÃÂ¼zel,18,177,78,Akhisar Belediyespor,2000,62.0,58.0,57.0,63.0,55.0
13585,N. FernÃÂ¡ndez,18,170,66,Audax Italiano,1000,71.0,37.0,53.0,47.0,59.0
13586,Toni Moya,20,180,75,Atlético Madrid,5000,65.0,53.0,58.0,64.0,51.0
13587,C. Klarer,18,191,73,Southampton,3000,57.0,33.0,34.0,36.0,61.0
13588,M. Wintzheimer,19,180,77,Hamburger SV,2000,66.0,62.0,41.0,58.0,26.0
13589,S. GonzÃÂ¡lez,18,169,59,San Lorenzo de Almagro,2000,69.0,50.0,58.0,66.0,35.0
13590,C. Vidal,18,185,75,Montpellier HSC,2000,54.0,30.0,30.0,35.0,65.0
13591,S. Benega,19,176,74,Club AtlÃÂ©tico Banfield,2000,71.0,63.0,46.0,63.0,20.0
13592,J. Aguilera,18,167,62,Colo-Colo,1000,70.0,54.0,56.0,65.0,33.0
13593,J. Hou SÃÂ¦ter,20,180,74,StabÃÂ¦k Fotball,1000,56.0,47.0,59.0,63.0,45.0
13594,C. Harries,21,185,73,Swansea City,3000,56.0,26.0,55.0,56.0,61.0
13595,D. Soto,19,170,70,CD Universidad de ConcepciÃÂ³n,1000,62.0,39.0,51.0,54.0,62.0
13596,T. Svendsen,18,172,66,FK Haugesund,1000,75.0,42.0,59.0,70.0,53.0
13597,D. Haspolat,18,177,75,Excelsior,1000,62.0,49.0,61.0,66.0,52.0
13598,T. AlarcÃÂ³n,18,174,70,CD O'Higgins,1000,62.0,41.0,51.0,52.0,59.0
13599,J. Torres,18,169,58,Club Atlas,2000,75.0,60.0,54.0,64.0,20.0
13600,C. Villanueva,19,171,68,Colo-Colo,1000,66.0,55.0,57.0,65.0,43.0
13601,S. Klaas,20,178,65,VfL OsnabrÃÂ¼ck,1000,70.0,39.0,63.0,65.0,35.0
13602,A. Babacan,18,174,70,Galatasaray SK,4000,69.0,51.0,65.0,65.0,41.0
13603,S. Odey,20,182,72,FC ZÃÂ¼rich,2000,76.0,59.0,41.0,61.0,26.0
13604,M. Toye,19,191,82,Minnesota United FC,1000,73.0,57.0,38.0,61.0,29.0
13605,A. Maziero,20,179,75,Rosario Central,2000,66.0,60.0,48.0,57.0,30.0
13606,L. Tupta,20,180,72,Hellas Verona,1000,61.0,64.0,52.0,64.0,29.0
13607,Pedro Porro,18,176,70,Girona FC,2000,61.0,53.0,60.0,66.0,55.0
13608,G. Simeone,19,185,78,UniÃÂ³n La Calera,2000,55.0,62.0,45.0,52.0,31.0
13609,A. Zekaj,18,187,83,LOSC Lille,2000,63.0,45.0,57.0,55.0,58.0
13610,MartÃÂ­ VilÃÂ¡,19,172,69,CF Reus Deportiu,1000,64.0,40.0,50.0,60.0,57.0
13611,S. Nimely,19,178,75,Spartak Moscow,1000,79.0,60.0,53.0,59.0,41.0
13612,N. Laursen,20,185,70,BrÃÂ¸ndby IF,2000,78.0,58.0,55.0,69.0,27.0
13613,S. Bastoni,21,183,74,Spezia,1000,64.0,52.0,60.0,64.0,49.0
13614,R. Hepburn-Murphy,19,173,81,Aston Villa,2000,77.0,62.0,47.0,65.0,25.0
13615,G. GÃÂ¼l,19,180,75,Fortuna Düsseldorf,2000,63.0,26.0,44.0,51.0,60.0
13616,A. Edun,20,171,74,Ipswich Town,6000,73.0,41.0,57.0,66.0,58.0
13617,M. Cortesi,20,180,73,Brescia,1000,72.0,58.0,44.0,61.0,24.0
13618,V. MÃÂ¼ller,19,175,68,SCR Altach,1000,70.0,45.0,60.0,62.0,56.0
13619,A. Donkor,20,185,81,FC Hansa Rostock,5000,74.0,60.0,53.0,62.0,33.0
13620,F. Cambeses,21,184,80,Club AtlÃÂ©tico Banfield,1000,,,,,
13621,K. Machida,20,190,80,Kashima Antlers,2000,80.0,28.0,39.0,36.0,59.0
13622,A. Maldonado,20,187,85,Club AtlÃÂ©tico Banfield,2000,51.0,28.0,34.0,38.0,61.0
13623,M. Leitsch,20,188,75,VfL Bochum 1848,2000,68.0,37.0,50.0,55.0,59.0
13624,E. SÃÂ¡nchez,18,167,64,Pachuca,2000,66.0,62.0,55.0,59.0,45.0
13625,M. Chouiar,19,177,75,Racing Club de Lens,1000,65.0,56.0,58.0,63.0,30.0
13626,K. Sterling,19,180,66,Tottenham Hotspur,7000,76.0,64.0,41.0,60.0,23.0
13627,A. SevinÃÂ§,19,170,70,Trabzonspor,3000,71.0,58.0,57.0,63.0,27.0
13628,M. Dobre,19,178,71,Bournemouth,4000,76.0,47.0,50.0,66.0,37.0
13629,C. Owens,20,174,62,Queens Park Rangers,1000,47.0,50.0,64.0,65.0,38.0
13630,J. Masson,20,182,76,Valenciennes FC,1000,62.0,34.0,52.0,53.0,61.0
13631,L. Pizarro,20,186,75,Godoy Cruz,2000,71.0,55.0,57.0,64.0,53.0
13632,J. Brandon,20,176,70,Heart of Midlothian,1000,84.0,46.0,59.0,63.0,55.0
13633,J. Klinsmann,21,194,84,Hertha BSC,2000,,,,,
13634,P. Smyth,20,175,67,Queens Park Rangers,1000,84.0,59.0,48.0,67.0,27.0
13635,A. Dursun,19,177,70,Trabzonspor,2000,67.0,41.0,44.0,60.0,60.0
13636,L. Kramer,18,192,80,FC Groningen,1000,62.0,32.0,34.0,36.0,61.0
13637,C. YÃÂ¼ksel,20,175,67,Galatasaray SK,6000,68.0,45.0,59.0,64.0,49.0
13638,ÃÂlex Dos Santos,19,185,78,Atlético Madrid,2000,,,,,
13639,L. Meisl,19,184,80,SKN St. PÃÂ¶lten,2000,56.0,27.0,37.0,45.0,61.0
13640,Gori LÃÂ³pez,19,177,65,CF Reus Deportiu,1000,63.0,56.0,61.0,64.0,52.0
13641,J. Asiri,20,178,64,Al Wehda,4000,68.0,60.0,43.0,59.0,23.0
13642,J. VÃÂ¡squez,19,182,72,Monterrey,3000,61.0,31.0,53.0,44.0,61.0
13643,S. van Hooijdonk,18,186,80,NAC Breda,1000,76.0,62.0,56.0,61.0,26.0
13644,A. Ciss,18,180,70,Fortuna Sittard,1000,75.0,50.0,58.0,63.0,53.0
13645,GonÃÂ§alo Cardoso,17,189,79,Boavista FC,1000,52.0,29.0,38.0,44.0,57.0
13646,A. Gordyushenko,21,176,71,PFC CSKA Moscow,1000,59.0,62.0,58.0,57.0,55.0
13647,S. Harrison,20,183,68,Tottenham Hotspur,10000,74.0,58.0,46.0,62.0,21.0
13648,G. SaÃÂlam,20,178,72,VfL Bochum 1848,2000,71.0,45.0,62.0,65.0,49.0
13649,D. Gyollai,21,193,91,Stoke City,3000,,,,,
13650,Oh Se Hun,19,190,80,Ulsan Hyundai FC,1000,58.0,57.0,39.0,58.0,38.0
13651,L. Mokhevishvili,22,175,70,Albacete BP,1000,51.0,43.0,55.0,62.0,62.0
13652,Eliseo FalcÃÂ³n,21,183,80,Granada CF,1000,50.0,29.0,41.0,43.0,59.0
13653,M. CortÃÂ©s,21,172,66,Jaguares de CÃÂ³rdoba,1000,78.0,54.0,53.0,62.0,35.0
13654,Giovanni,19,166,56,CD Tenerife,1000,78.0,61.0,54.0,65.0,30.0
13655,M. Kaasa,20,175,60,Odds BK,1000,70.0,46.0,58.0,68.0,50.0
13656,J. Knight,20,185,78,Leicester City,6000,50.0,32.0,38.0,40.0,60.0
13657,L. Bengtsson,20,179,65,Hammarby IF,1000,82.0,50.0,52.0,62.0,36.0
13658,P. Struijk,18,190,79,Leeds United,3000,60.0,34.0,46.0,47.0,59.0
13659,G. Vicario,21,188,76,Venezia FC,1000,,,,,
13660,J. Estrada,20,185,69,Club Atlas,2000,,,,,
13661,D. Tchamba,19,182,79,RC Strasbourg Alsace,1000,71.0,31.0,33.0,40.0,61.0
13662,N. Phillips,21,188,70,Liverpool,9000,52.0,29.0,43.0,38.0,60.0
13663,G. Hatano,20,198,88,FC Tokyo,1000,,,,,
13664,J. MÃÂ©ndez,20,175,69,Argentinos Juniors,2000,66.0,51.0,59.0,65.0,45.0
13665,E. Pereyra,19,172,69,San Lorenzo de Almagro,1000,64.0,32.0,49.0,61.0,59.0
13666,M. Amundsen,20,179,81,Eintracht Braunschweig,1000,78.0,47.0,50.0,62.0,56.0
13667,J. Bocanegra,19,170,75,Junior FC,1000,71.0,48.0,55.0,66.0,28.0
13668,K. Kristinsson,19,190,71,Willem II,1000,67.0,55.0,58.0,65.0,38.0
13669,P. Michael,20,186,83,VÃÂ¥lerenga Fotball,1000,66.0,59.0,46.0,59.0,34.0
13670,Lee Jae Ik,19,185,76,Gangwon FC,1000,55.0,30.0,44.0,35.0,60.0
13671,J. SÃÂ¡nchez Purata,20,187,78,Tigres U.A.N.L.,5000,55.0,48.0,48.0,52.0,60.0
13672,I. Aguilar,20,178,75,Club AmÃÂ©rica,6000,62.0,45.0,56.0,56.0,60.0
13673,N. Tiknizyan,19,180,75,PFC CSKA Moscow,1000,73.0,53.0,55.0,62.0,31.0
13674,H. Daza,20,176,71,Deportivo Cali,1000,74.0,35.0,53.0,60.0,54.0
13675,Y. Fofana,19,176,69,RC Strasbourg Alsace,1000,75.0,43.0,54.0,63.0,59.0
13676,IvÃÂ¡n,21,180,75,Real Betis,3000,68.0,53.0,59.0,58.0,29.0
13677,L. Sotomayor,21,178,72,Deportes Iquique,1000,,,,,
13678,D. Hyam,22,188,70,Coventry City,2000,60.0,28.0,40.0,37.0,62.0
13679,G. Guerrieri,22,184,78,Lazio,4000,,,,,
13680,D. Telford,21,175,72,Bury,2000,82.0,61.0,43.0,58.0,22.0
13681,L. Compagnucci,22,174,73,San Luis de Quillota,1000,73.0,48.0,54.0,63.0,57.0
13682,F. Barboza,21,171,72,Argentinos Juniors,2000,77.0,47.0,57.0,65.0,38.0
13683,C. Roberts,21,173,65,Newcastle United,5000,71.0,60.0,57.0,64.0,28.0
13684,T. Robinet,21,180,75,FC Sochaux-MontbÃÂ©liard,1000,69.0,59.0,57.0,60.0,30.0
13685,M. Butcher,21,188,83,Bournemouth,7000,52.0,49.0,57.0,61.0,54.0
13686,B. Wilson,21,185,81,Perth Glory,1000,74.0,50.0,60.0,65.0,53.0
13687,L. Mosevich,21,187,81,FC St. Gallen,2000,53.0,29.0,32.0,36.0,60.0
13688,J. Caletti,19,170,65,Brisbane Roar,1000,67.0,40.0,58.0,65.0,58.0
13689,D. Jaiyesimi,20,181,72,Yeovil Town,4000,82.0,56.0,54.0,62.0,29.0
13690,R. Hatsuse,20,175,64,Gamba Osaka,2000,72.0,30.0,44.0,52.0,60.0
13691,S. McLoughlin,21,175,70,Ipswich Town,1000,67.0,56.0,58.0,64.0,38.0
13692,D. Anyembe,19,186,80,Esbjerg fB,1000,81.0,41.0,53.0,58.0,55.0
13693,M. Christensen,20,182,75,Aalborg BK,2000,64.0,46.0,59.0,58.0,62.0
13694,D. Heymans,19,189,79,Waasland-Beveren,1000,64.0,53.0,58.0,62.0,49.0
13695,B. Gaye,20,194,87,DSC Arminia Bielefeld,1000,,,,,
13696,A. Borkovic,19,184,74,FK Austria Wien,1000,56.0,34.0,47.0,45.0,60.0
13697,P. Neumann,20,192,82,FC Ingolstadt 04,3000,63.0,35.0,49.0,57.0,60.0
13698,W. Bracamonte,20,175,70,UniÃÂ³n de Santa Fe,2000,73.0,56.0,54.0,65.0,31.0
13699,P. Klimala,19,183,76,Jagiellonia BiaÃÂystok,1000,75.0,58.0,42.0,61.0,28.0
13700,L. Gerlspeck,19,186,79,FC Ingolstadt 04,2000,66.0,36.0,43.0,49.0,61.0
13701,Olabe,22,178,70,Extremadura UD,6000,63.0,53.0,60.0,61.0,45.0
13702,A. Al Khulaif,21,166,60,Al Ahli,5000,87.0,47.0,51.0,67.0,22.0
13703,J. Bataille,19,175,71,KV Oostende,1000,72.0,46.0,57.0,65.0,36.0
13704,A. Bordin,19,176,72,Perugia,4000,61.0,50.0,61.0,62.0,52.0
13705,A. Cervantes,20,180,68,Guadalajara,4000,52.0,41.0,60.0,55.0,59.0
13706,L. Matarese,20,175,65,Frosinone,2000,68.0,56.0,55.0,69.0,25.0
13707,Brian Torres,21,182,77,CD Tenerife,1000,70.0,43.0,54.0,57.0,59.0
13708,F. Quiroz,20,177,75,Club AtlÃÂ©tico ColÃÂ³n,2000,72.0,51.0,56.0,60.0,60.0
13709,L. Dietz,21,190,79,VfL Sportfreunde Lotte,3000,60.0,37.0,52.0,54.0,59.0
13710,Jeon Se Jin,18,182,70,Suwon Samsung Bluewings,1000,80.0,58.0,50.0,63.0,20.0
13711,A. Eisa,21,180,75,Shrewsbury,2000,91.0,56.0,52.0,65.0,28.0
13712,P. Knechtel,22,187,81,FC Energie Cottbus,1000,66.0,27.0,37.0,50.0,60.0
13713,H. MÃÂ¶rschel,20,190,81,Holstein Kiel,2000,66.0,63.0,48.0,64.0,24.0
13714,J. Vega,20,181,78,Tigres U.A.N.L.,7000,64.0,60.0,51.0,61.0,32.0
13715,V. LoroÃÂ±a,19,180,75,Puebla FC,1000,73.0,33.0,54.0,58.0,58.0
13716,A. Lupu,20,172,70,Deportivo Alavés,3000,68.0,60.0,43.0,56.0,18.0
13717,C. Randall,22,180,76,Rochdale,1000,65.0,49.0,60.0,61.0,59.0
13718,J. Sinclair,21,181,79,Sunderland,7000,76.0,60.0,52.0,64.0,38.0
13719,V. Myhra,21,194,94,Odds BK,1000,,,,,
13720,D. TokÃÂ¶z,22,180,75,Be?ikta? J.K.,6000,65.0,44.0,59.0,59.0,58.0
13721,J. Coustrain,22,173,68,Shamrock Rovers,1000,80.0,51.0,51.0,65.0,33.0
13722,A. Swolfs,20,192,78,Waasland-Beveren,2000,,,,,
13723,P. O'Connor,20,191,77,Blackpool,5000,54.0,21.0,38.0,36.0,60.0
13724,A. Helmersen,20,190,82,Ranheim Fotball,1000,63.0,61.0,44.0,56.0,28.0
13725,Matheus Cassini,22,170,72,Amiens SC,3000,69.0,63.0,54.0,68.0,19.0
13726,S. MacÃÂ­as,22,175,72,Independiente MedellÃÂ­n,1000,77.0,39.0,58.0,61.0,54.0
13727,E. Riis Jakobsen,20,190,84,Randers FC,2000,70.0,59.0,42.0,58.0,20.0
13728,J. Victoria,22,164,70,Granada CF,2000,69.0,62.0,46.0,59.0,26.0
13729,N. Baxter,19,184,76,Yeovil Town,1000,,,,,
13730,J. Esquivel,20,177,64,Lobos BUAP,1000,53.0,31.0,51.0,41.0,64.0
13731,M. Di Gregorio,20,187,81,Avellino,4000,,,,,
13732,I. HajtiÃÂ,20,193,88,FC WÃÂ¼rzburger Kickers,1000,52.0,25.0,34.0,38.0,60.0
